InvoiceNo,InvoiceDate,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount
INV0001110,12/8/2024,C1598,P051,1,45.11,45.11
INV0001111,3/5/2024,C0765,P054,5,187.68,938.4
INV0001112,1/21/2024,C1000,P046,3,255.6,766.8
INV0001113,8/9/2024,C0526,P067,5,1157.93,5789.65
INV0001114,1/31/2025,C1867,P014,5,388.53,1942.65
INV0001115,12/10/2023,C0385,P060,4,48.02,192.08
INV0001116,3/25/2025,C1537,P056,3,71.66,214.98
INV0001117,10/21/2024,C0377,P070,2,45.31,90.62
INV0001118,11/11/2023,C0644,P039,4,38.83,155.32
INV0001119,6/30/2024,,,1,49.79,49.79
INV0001120,5/1/2024,C0502,P076,1,239.87,239.87
INV0001121,6/3/2025,C1433,P069,5,466.09,2330.45
INV0001122,10/18/2023,C1101,P004,1,522.46,522.46
INV0001123,3/29/2024,C1674,P010,5,465.52,2327.6
INV0001124,7/15/2024,C0229,P070,2,45.31,90.62
INV0001125,8/13/2024,C0062,P052,5,54.83,274.15
INV0001126,10/2/2024,C1689,P015,3,79.62,238.86
INV0001127,9/25/2024,C1961,P063,2,1819.9,3639.8
INV0001128,8/4/2024,C0530,P022,2,838.55,1677.1
INV0001129,8/29/2023,C1357,P074,1,1335.23,1335.23
INV0001130,3/28/2025,C0238,P055,4,918.47,3673.88
INV0001131,5/5/2024,C1058,P051,1,45.11,45.11
INV0001132,7/23/2025,C1539,P019,2,42.98,85.96
INV0001133,2/21/2025,C1495,P037,4,1471.13,5884.52
INV0001134,10/7/2023,C0564,P053,5,640.22,3201.1
INV0001135,2/16/2025,C0480,P066,4,18.45,73.8
INV0001136,5/10/2025,C0208,P029,4,905.27,3621.08
INV0001137,4/16/2025,C0296,P046,3,255.6,766.8
INV0001138,8/20/2023,C0871,P029,2,905.27,1810.54
INV0001139,11/20/2023,C1527,P063,4,1819.9,7279.6
INV0001140,5/15/2024,C1378,P030,1,8.15,8.15
INV0001141,8/13/2024,C0881,P020,4,746.91,2987.64
INV0001142,11/19/2023,C0046,P016,2,1146.85,2293.7
INV0001143,11/25/2023,C0588,P049,5,1790.33,8951.65
INV0001144,11/19/2024,C0170,P065,3,127.04,381.12
INV0001145,1/15/2025,C0470,P065,3,127.04,381.12
INV0001146,11/3/2023,C1174,P061,3,341.1,1023.3
INV0001147,3/29/2025,C0488,P029,2,905.27,1810.54
INV0001148,4/12/2024,C0067,P003,1,64.03,64.03
INV0001149,10/6/2023,C1787,P003,2,64.03,128.06
INV0001150,10/13/2024,C1959,P079,4,453.25,1813
INV0001151,11/17/2023,C1608,P075,4,95.97,383.88
INV0001152,7/18/2024,C1545,P021,3,371.86,1115.58
INV0001153,7/16/2025,C0607,P016,1,1146.85,1146.85
INV0001154,6/2/2025,C1452,P020,1,746.91,746.91
INV0001155,3/31/2024,C0643,P068,3,1594.04,4782.12
INV0001156,4/30/2024,C0459,P028,4,106.3,425.2
INV0001157,6/18/2025,C1396,P079,2,453.25,906.5
INV0001158,7/14/2024,C1867,P013,2,35.78,71.56
INV0001159,4/11/2024,C0563,P007,5,1171.1,5855.5
INV0001160,3/26/2024,C1661,P011,5,49.79,248.95
INV0001161,12/11/2024,C1899,P039,4,38.83,155.32
INV0001162,5/26/2025,C0143,P050,5,717.44,3587.2
INV0001163,6/17/2024,C1389,P004,4,522.46,2089.84
INV0001164,8/17/2025,C1070,P068,1,1594.04,1594.04
INV0001165,1/27/2025,,,3,522.46,1567.38
INV0001166,11/20/2024,C1389,P036,4,505.91,2023.64
INV0001167,2/12/2024,C0098,P080,4,1674.29,6697.16
INV0001168,5/2/2024,C1673,P046,2,255.6,511.2
INV0001169,5/30/2024,C1471,P050,1,717.44,717.44
INV0001170,10/19/2024,C0543,P072,4,1085.66,4342.64
INV0001171,7/7/2024,C1218,P079,5,453.25,2266.25
INV0001172,11/3/2023,C0162,P047,4,1479.53,5918.12
INV0001173,12/13/2024,C1973,P021,4,371.86,1487.44
INV0001174,6/27/2024,C0898,P072,4,1085.66,4342.64
INV0001175,12/26/2023,C1149,P009,1,661.99,661.99
INV0001176,3/24/2024,C0012,P069,5,466.09,2330.45
INV0001177,5/12/2025,C0961,P070,2,45.31,90.62
INV0001178,11/28/2023,C1980,P048,1,1036.36,1036.36
INV0001179,4/3/2025,C0611,P055,5,918.47,4592.35
INV0001180,3/5/2024,C1302,P038,3,2331.73,6995.19
INV0001181,6/7/2025,C1376,P026,1,15.09,15.09
INV0001182,10/20/2024,C1628,P055,3,918.47,2755.41
INV0001183,5/10/2024,C1093,P005,2,9.36,18.72
INV0001184,2/7/2025,C1063,P013,4,35.78,143.12
INV0001185,3/18/2025,C0223,P050,1,717.44,717.44
INV0001186,8/25/2024,C0027,P048,1,1036.36,1036.36
INV0001187,4/19/2025,C1363,P032,4,2107.87,8431.48
INV0001188,11/30/2024,C1129,P053,1,640.22,640.22
INV0001189,12/13/2024,C1007,P075,1,95.97,95.97
INV0001190,3/7/2025,C1314,P049,4,1790.33,7161.32
INV0001191,9/25/2024,C1271,P074,1,1335.23,1335.23
INV0001192,9/21/2024,C0565,P017,4,22.3,89.2
INV0001193,11/26/2024,C1979,P007,4,1171.1,4684.4
INV0001194,2/28/2025,C0760,P044,3,29.11,87.33
INV0001195,2/8/2025,C0815,P062,5,24.32,121.6
INV0001196,9/21/2024,C1319,P041,2,428.55,857.1
INV0001197,9/18/2023,C0566,P041,2,428.55,857.1
INV0001198,4/2/2024,C0777,P007,3,1171.1,3513.3
INV0001199,10/21/2024,C1392,P065,5,127.04,635.2
INV0001200,4/28/2025,C1949,P077,1,825.61,825.61
INV0001201,1/8/2025,C1457,P077,2,825.61,1651.22
INV0001202,11/19/2024,C1407,P064,3,1264.97,3794.91
INV0001203,8/20/2024,C0422,P020,1,746.91,746.91
INV0001204,5/11/2024,C0377,P004,5,522.46,2612.3
INV0001205,4/11/2024,C0814,P009,4,661.99,2647.96
INV0001206,8/23/2024,C0783,P026,2,15.09,30.18
INV0001207,12/26/2023,C0087,P069,3,466.09,1398.27
INV0001208,4/21/2025,C1860,P010,1,465.52,465.52
INV0001209,6/4/2025,C1661,P076,3,239.87,719.61
INV0001210,10/15/2024,C1066,P006,1,1118.54,1118.54
INV0001211,6/28/2024,C0185,P031,5,956.84,4784.2
INV0001212,8/10/2025,C1745,P036,2,505.91,1011.82
INV0001213,9/7/2023,C1042,P041,2,428.55,857.1
INV0001214,2/29/2024,C1943,P031,3,956.84,2870.52
INV0001215,4/22/2025,C0074,P015,1,79.62,79.62
INV0001216,12/10/2023,C1005,P026,4,15.09,60.36
INV0001217,7/21/2025,C0936,P020,1,746.91,746.91
INV0001218,5/1/2025,C0930,P007,5,1171.1,5855.5
INV0001219,10/15/2024,C1426,P024,1,37.59,37.59
INV0001220,4/29/2024,C1105,P050,1,717.44,717.44
INV0001221,10/31/2024,C0482,P071,3,38.6,115.8
INV0001222,8/20/2024,C1916,P055,3,918.47,2755.41
INV0001223,3/1/2025,C0744,P005,3,9.36,28.08
INV0001224,7/16/2024,C0131,P050,2,717.44,1434.88
INV0001225,6/5/2025,C0343,P037,3,1471.13,4413.39
INV0001226,5/2/2025,C1943,P058,2,19.95,39.9
INV0001227,1/10/2025,C0394,P047,1,1479.53,1479.53
INV0001228,8/21/2023,C1251,P041,2,428.55,857.1
INV0001229,9/2/2024,C1119,P058,2,19.95,39.9
INV0001230,7/20/2024,C1658,P025,2,1008.24,2016.48
INV0001231,8/22/2023,C0393,P058,3,19.95,59.85
INV0001232,1/20/2024,C0534,P066,4,18.45,73.8
INV0001233,4/13/2025,C1057,P067,1,1157.93,1157.93
INV0001234,1/25/2024,C0018,P051,4,45.11,180.44
INV0001235,6/1/2025,C0083,P068,3,1594.04,4782.12
INV0001236,10/17/2024,C0730,P021,1,371.86,371.86
INV0001237,3/5/2025,C1217,P041,4,428.55,1714.2
INV0001238,4/20/2024,C1674,P042,3,25.06,75.18
INV0001239,12/1/2024,C1385,P021,3,371.86,1115.58
INV0001240,12/1/2023,C1405,P012,5,81.26,406.3
INV0001241,5/8/2024,C1594,P070,5,45.31,226.55
INV0001242,4/9/2024,C1299,P040,3,621.13,1863.39
INV0001243,6/11/2024,C1035,P022,1,838.55,838.55
INV0001244,6/1/2025,C1783,P026,5,15.09,75.45
INV0001245,11/26/2024,C1511,P013,3,35.78,107.34
INV0001246,3/2/2024,C1570,P040,5,621.13,3105.65
INV0001247,12/31/2024,C1241,P032,4,2107.87,8431.48
INV0001248,9/18/2023,C1703,P033,2,15.22,30.44
INV0001249,10/31/2024,C1919,P067,4,1157.93,4631.72
INV0001250,5/25/2025,C1243,P062,2,24.32,48.64
INV0001251,4/5/2025,C0435,P047,4,1479.53,5918.12
INV0001252,1/9/2025,C0070,P037,1,1471.13,1471.13
INV0001253,4/11/2025,C0122,P061,2,341.1,682.2
INV0001254,12/31/2023,C0470,P028,4,106.3,425.2
INV0001255,11/18/2023,C1639,P025,3,1008.24,3024.72
INV0001256,4/26/2024,C1837,P046,2,255.6,511.2
INV0001257,12/14/2023,C0307,P020,4,746.91,2987.64
INV0001258,8/13/2024,C1169,P049,5,1790.33,8951.65
INV0001259,3/26/2025,C1984,P046,2,255.6,511.2
INV0001260,3/29/2024,C0977,P075,2,95.97,191.94
INV0001261,4/16/2024,C1092,P059,1,414.05,414.05
INV0001262,7/11/2024,C1845,P002,1,2202.24,2202.24
INV0001263,5/4/2024,C0175,P048,1,1036.36,1036.36
INV0001264,4/13/2024,C0656,P051,4,45.11,180.44
INV0001265,8/28/2024,C1862,P040,1,621.13,621.13
INV0001266,4/12/2024,C1492,P029,4,905.27,3621.08
INV0001267,11/14/2024,C1623,P010,2,465.52,931.04
INV0001268,8/15/2024,C0488,P048,3,1036.36,3109.08
INV0001269,1/16/2025,C1688,P057,2,1318.78,2637.56
INV0001270,8/11/2025,C1128,P037,2,1471.13,2942.26
INV0001271,9/2/2024,C1653,P021,4,371.86,1487.44
INV0001272,2/14/2024,C1961,P002,3,2202.24,6606.72
INV0001273,4/27/2025,C0769,P064,4,1264.97,5059.88
INV0001274,9/14/2023,C0621,P030,5,8.15,40.75
INV0001275,3/3/2024,C1051,P023,1,671.66,671.66
INV0001276,12/24/2023,C1646,P024,1,37.59,37.59
INV0001277,8/12/2024,C0538,P004,4,522.46,2089.84
INV0001278,10/27/2023,C1735,P013,5,35.78,178.9
INV0001279,4/16/2024,C0547,P051,3,45.11,135.33
INV0001280,11/23/2023,C1415,P047,3,1479.53,4438.59
INV0001281,1/11/2024,C1162,P042,4,25.06,100.24
INV0001282,4/30/2024,C1813,P036,2,505.91,1011.82
INV0001283,3/29/2025,C0552,P079,2,453.25,906.5
INV0001284,10/19/2023,C0149,P061,2,341.1,682.2
INV0001285,8/27/2023,C0600,P070,4,45.31,181.24
INV0001286,2/20/2024,C0681,P017,1,22.3,22.3
INV0001287,1/14/2024,C1673,P066,2,18.45,36.9
INV0001288,5/26/2025,C1021,P014,1,388.53,388.53
INV0001289,5/25/2024,C1600,P022,4,838.55,3354.2
INV0001290,7/1/2024,C0874,P078,4,663.96,2655.84
INV0001291,9/10/2024,C0873,P069,3,466.09,1398.27
INV0001292,3/16/2024,C1178,P071,2,38.6,77.2
INV0001293,9/4/2024,C1733,P076,2,239.87,479.74
INV0001294,7/14/2024,C0086,P002,2,2202.24,4404.48
INV0001295,7/23/2024,C1595,P018,1,301.85,301.85
INV0001296,6/12/2025,C0038,P016,4,1146.85,4587.4
INV0001297,8/6/2025,C1316,P078,3,663.96,1991.88
INV0001298,12/28/2024,C0755,P036,3,505.91,1517.73
INV0001299,8/23/2024,C0306,P044,3,29.11,87.33
INV0001300,12/9/2023,C1186,P038,5,2331.73,11658.65
INV0001301,7/5/2024,C0995,P057,4,1318.78,5275.12
INV0001302,2/28/2024,C1064,P043,5,832.69,4163.45
INV0001303,11/8/2024,C0731,P020,2,746.91,1493.82
INV0001304,4/20/2024,C1926,P051,4,45.11,180.44
INV0001305,3/7/2025,C1230,P067,5,1157.93,5789.65
INV0001306,3/3/2024,C0605,P054,5,187.68,938.4
INV0001307,11/23/2023,C1340,P023,2,671.66,1343.32
INV0001308,1/15/2025,C1122,P023,3,671.66,2014.98
INV0001309,8/29/2024,C1531,P020,4,746.91,2987.64
INV0001310,7/26/2024,C1074,P046,5,255.6,1278
INV0001311,8/31/2023,C0108,P023,3,671.66,2014.98
INV0001312,4/7/2024,C1338,P047,3,1479.53,4438.59
INV0001313,3/13/2024,C1807,P032,3,2107.87,6323.61
INV0001314,3/26/2025,C1977,P061,2,341.1,682.2
INV0001315,12/9/2023,C0118,P028,4,106.3,425.2
INV0001316,8/7/2024,C1520,P062,1,24.32,24.32
INV0001317,1/23/2025,C1379,P069,4,466.09,1864.36
INV0001318,4/19/2025,C1094,P042,5,25.06,125.3
INV0001319,7/27/2024,C1785,P017,2,22.3,44.6
INV0001320,5/25/2025,C1570,P045,2,727.33,1454.66
INV0001321,5/16/2025,C0206,P010,5,465.52,2327.6
INV0001322,1/10/2025,C0560,P054,2,187.68,375.36
INV0001323,10/10/2023,C0273,P063,3,1819.9,5459.7
INV0001324,9/20/2023,C1789,P061,5,341.1,1705.5
INV0001325,5/14/2025,C0653,P033,2,15.22,30.44
INV0001326,9/3/2023,C1787,P012,2,81.26,162.52
INV0001327,9/7/2024,C0418,P020,3,746.91,2240.73
INV0001328,5/19/2025,C0568,P002,5,2202.24,11011.2
INV0001329,10/15/2024,C0348,P039,2,38.83,77.66
INV0001330,10/17/2024,C1225,P033,5,15.22,76.1
INV0001331,7/29/2024,C1936,P013,2,35.78,71.56
INV0001332,3/27/2025,C1464,P060,1,48.02,48.02
INV0001333,12/3/2023,C0318,P066,4,18.45,73.8
INV0001334,8/9/2024,C0704,P009,3,661.99,1985.97
INV0001335,5/11/2024,C1892,P026,4,15.09,60.36
INV0001336,5/5/2024,C1014,P016,1,1146.85,1146.85
INV0001337,3/13/2025,C0513,P015,1,79.62,79.62
INV0001338,10/18/2023,C1537,P050,5,717.44,3587.2
INV0001339,2/4/2024,C0939,P056,5,71.66,358.3
INV0001340,8/3/2025,C0706,P016,5,1146.85,5734.25
INV0001341,3/17/2025,C1821,P030,5,8.15,40.75
INV0001342,7/2/2024,C1665,P005,5,9.36,46.8
INV0001343,7/9/2025,C0814,P037,1,1471.13,1471.13
INV0001344,1/30/2024,C0192,P069,1,466.09,466.09
INV0001345,10/19/2023,C0586,P022,4,838.55,3354.2
INV0001346,11/14/2023,C0162,P017,2,22.3,44.6
INV0001347,7/5/2025,C1498,P023,2,671.66,1343.32
INV0001348,12/11/2023,C0380,P051,3,45.11,135.33
INV0001349,7/24/2025,C0503,P047,4,1479.53,5918.12
INV0001350,9/20/2024,C1048,P010,2,465.52,931.04
INV0001351,1/30/2024,C0120,P015,2,79.62,159.24
INV0001352,1/18/2025,C0804,P007,2,1171.1,2342.2
INV0001353,1/22/2025,C0523,P039,2,38.83,77.66
INV0001354,5/23/2024,C1042,P029,4,905.27,3621.08
INV0001355,9/19/2024,C1841,P057,5,1318.78,6593.9
INV0001356,11/7/2023,C1835,P025,4,1008.24,4032.96
INV0001357,4/20/2024,C0952,P066,5,18.45,92.25
INV0001358,9/28/2024,C1363,P071,2,38.6,77.2
INV0001359,5/14/2025,C0103,P066,5,18.45,92.25
INV0001360,10/10/2023,C1509,P070,2,45.31,90.62
INV0001361,3/29/2025,C0454,P062,2,24.32,48.64
INV0001362,12/24/2024,C0197,P018,4,301.85,1207.4
INV0001363,12/23/2024,C1074,P025,5,1008.24,5041.2
INV0001364,6/12/2025,C0785,P021,5,371.86,1859.3
INV0001365,12/9/2023,C0018,P013,3,35.78,107.34
INV0001366,5/29/2025,C0055,P062,3,24.32,72.96
INV0001367,2/20/2025,C1370,P067,5,1157.93,5789.65
INV0001368,2/24/2024,C1389,P007,1,1171.1,1171.1
INV0001369,2/22/2025,C1711,P041,4,428.55,1714.2
INV0001370,11/27/2024,C1521,P056,3,71.66,214.98
INV0001371,3/14/2024,C0895,P036,5,505.91,2529.55
INV0001372,10/5/2024,C0218,P047,2,1479.53,2959.06
INV0001373,1/20/2024,C0530,P054,2,187.68,375.36
INV0001374,11/26/2024,C1370,P070,2,45.31,90.62
INV0001375,1/25/2024,C0993,P052,1,54.83,54.83
INV0001376,8/29/2024,C0634,P078,2,663.96,1327.92
INV0001377,11/9/2024,C1999,P060,4,48.02,192.08
INV0001378,2/22/2025,C0726,P004,3,522.46,1567.38
INV0001379,6/15/2025,C0571,P063,3,1819.9,5459.7
INV0001380,8/26/2023,C1459,P001,3,766.52,2299.56
INV0001381,4/12/2024,C1175,P036,4,505.91,2023.64
INV0001382,2/14/2024,C0194,P047,2,1479.53,2959.06
INV0001383,3/15/2024,C0979,P032,5,2107.87,10539.35
INV0001384,5/21/2024,C0619,P065,5,127.04,635.2
INV0001385,5/18/2025,C1575,P062,2,24.32,48.64
INV0001386,11/15/2024,C1804,P051,2,45.11,90.22
INV0001387,4/5/2025,C1961,P061,4,341.1,1364.4
INV0001388,4/2/2024,C0134,P025,1,1008.24,1008.24
INV0001389,1/3/2025,C1368,P011,5,49.79,248.95
INV0001390,1/10/2025,C1246,P006,4,1118.54,4474.16
INV0001391,10/26/2024,,,4,621.13,2484.52
INV0001392,8/16/2025,C1349,P031,3,956.84,2870.52
INV0001393,1/16/2025,C0944,P026,3,15.09,45.27
INV0001394,12/24/2024,C1818,P047,1,1479.53,1479.53
INV0001395,1/13/2025,C1582,P077,4,825.61,3302.44
INV0001396,1/3/2024,C0204,P066,1,18.45,18.45
INV0001397,5/12/2024,C0913,P002,5,2202.24,11011.2
INV0001398,8/26/2023,C0762,P071,5,38.6,193
INV0001399,12/8/2023,C1170,P080,3,1674.29,5022.87
INV0001400,11/10/2023,C0657,P073,5,42.69,213.45
INV0001401,11/29/2024,C1121,P034,2,383.59,767.18
INV0001402,1/23/2025,C0732,P050,3,717.44,2152.32
INV0001403,6/11/2025,C1054,P030,4,8.15,32.6
INV0001404,11/19/2024,C0946,P057,1,1318.78,1318.78
INV0001405,8/10/2024,C1405,P002,3,2202.24,6606.72
INV0001406,5/3/2025,C1152,P019,1,42.98,42.98
INV0001407,1/18/2025,,,3,1008.24,3024.72
INV0001408,11/7/2024,C1883,P001,3,766.52,2299.56
INV0001409,12/20/2024,C0319,P039,2,38.83,77.66
INV0001410,8/21/2023,C1605,P028,1,106.3,106.3
INV0001411,3/27/2024,C0790,P024,3,37.59,112.77
INV0001412,4/30/2025,C1204,P008,5,403.58,2017.9
INV0001413,1/28/2024,C1980,P012,5,81.26,406.3
INV0001414,3/10/2025,C1739,P044,2,29.11,58.22
INV0001415,3/5/2024,C0769,P054,3,187.68,563.04
INV0001416,1/26/2025,C0950,P050,2,717.44,1434.88
INV0001417,5/14/2025,C1814,P006,1,1118.54,1118.54
INV0001418,6/19/2024,C0609,P034,1,383.59,383.59
INV0001419,5/10/2024,C1951,P075,5,95.97,479.85
INV0001420,1/13/2024,C1849,P002,1,2202.24,2202.24
INV0001421,9/7/2023,C0668,P047,4,1479.53,5918.12
INV0001422,11/13/2023,C1735,P056,3,71.66,214.98
INV0001423,8/7/2024,C0779,P042,2,25.06,50.12
INV0001424,3/27/2024,C0960,P038,2,2331.73,4663.46
INV0001425,2/16/2024,C1271,P073,1,42.69,42.69
INV0001426,1/5/2024,C0430,P066,3,18.45,55.35
INV0001427,10/30/2024,C0709,P019,2,42.98,85.96
INV0001428,12/26/2023,C0096,P015,4,79.62,318.48
INV0001429,7/9/2025,C0299,P075,1,95.97,95.97
INV0001430,5/25/2025,C1933,P071,1,38.6,38.6
INV0001431,11/24/2023,C0078,P044,5,29.11,145.55
INV0001432,2/11/2024,C0811,P053,4,640.22,2560.88
INV0001433,11/5/2023,C1330,P007,5,1171.1,5855.5
INV0001434,9/12/2024,C0093,P005,3,9.36,28.08
INV0001435,9/22/2023,C0673,P051,4,45.11,180.44
INV0001436,12/24/2024,C1500,P032,1,2107.87,2107.87
INV0001437,9/7/2023,C1427,P028,5,106.3,531.5
INV0001438,8/1/2024,C1484,P012,2,81.26,162.52
INV0001439,8/8/2024,C1710,P047,1,1479.53,1479.53
INV0001440,7/26/2024,C0541,P036,1,505.91,505.91
INV0001441,5/22/2024,C0867,P007,2,1171.1,2342.2
INV0001442,1/7/2024,C0188,P053,1,640.22,640.22
INV0001443,12/28/2024,C1556,P063,4,1819.9,7279.6
INV0001444,5/10/2024,C0254,P052,2,54.83,109.66
INV0001445,12/24/2024,C0901,P031,2,956.84,1913.68
INV0001446,9/9/2024,C1802,P041,5,428.55,2142.75
INV0001447,11/27/2023,C0826,P048,3,1036.36,3109.08
INV0001448,5/6/2025,C0448,P038,1,2331.73,2331.73
INV0001449,12/3/2023,C0501,P061,4,341.1,1364.4
INV0001450,3/3/2025,C1327,P047,1,1479.53,1479.53
INV0001451,12/10/2023,C0469,P079,4,453.25,1813
INV0001452,2/15/2024,C1407,P008,1,403.58,403.58
INV0001453,6/13/2025,C1073,P049,4,1790.33,7161.32
INV0001454,12/19/2023,C0107,P009,1,661.99,661.99
INV0001455,7/2/2025,C0629,P080,5,1674.29,8371.45
INV0001456,11/17/2023,C1063,P060,2,48.02,96.04
INV0001457,12/31/2023,C1875,P074,3,1335.23,4005.69
INV0001458,10/19/2024,C0075,P073,4,42.69,170.76
INV0001459,2/19/2024,C1258,P032,3,2107.87,6323.61
INV0001460,8/8/2025,C0349,P017,3,22.3,66.9
INV0001461,10/3/2023,C1374,P047,1,1479.53,1479.53
INV0001462,2/18/2025,C1384,P041,4,428.55,1714.2
INV0001463,5/28/2025,C1901,P025,5,1008.24,5041.2
INV0001464,10/6/2023,C0458,P076,4,239.87,959.48
INV0001465,8/17/2024,C1501,P045,5,727.33,3636.65
INV0001466,9/12/2024,C0334,P032,2,2107.87,4215.74
INV0001467,4/1/2025,C1443,P022,3,838.55,2515.65
INV0001468,3/18/2025,C1932,P026,5,15.09,75.45
INV0001469,5/23/2025,C1077,P037,1,1471.13,1471.13
INV0001470,1/24/2024,C1612,P005,5,9.36,46.8
INV0001471,5/27/2024,C1908,P020,4,746.91,2987.64
INV0001472,2/8/2025,C0003,P072,5,1085.66,5428.3
INV0001473,3/26/2025,C1520,P063,1,1819.9,1819.9
INV0001474,6/8/2025,C1232,P003,1,64.03,64.03
INV0001475,2/25/2025,C1466,P042,2,25.06,50.12
INV0001476,6/18/2024,C0448,P008,2,403.58,807.16
INV0001477,4/3/2024,C0841,P064,1,1264.97,1264.97
INV0001478,8/13/2025,C1192,P048,3,1036.36,3109.08
INV0001479,5/21/2025,C1640,P031,5,956.84,4784.2
INV0001480,4/9/2024,C1745,P028,3,106.3,318.9
INV0001481,2/6/2024,C1940,P066,3,18.45,55.35
INV0001482,7/8/2025,C1962,P016,1,1146.85,1146.85
INV0001483,12/24/2024,C1203,P050,5,717.44,3587.2
INV0001484,12/20/2024,C0548,P010,5,465.52,2327.6
INV0001485,12/15/2023,C1647,P033,5,15.22,76.1
INV0001486,1/6/2025,C1798,P061,2,341.1,682.2
INV0001487,4/26/2024,C1320,P028,3,106.3,318.9
INV0001488,7/7/2024,C0590,P078,3,663.96,1991.88
INV0001489,8/28/2023,C1276,P007,1,1171.1,1171.1
INV0001490,11/20/2023,C0583,P005,4,9.36,37.44
INV0001491,1/19/2025,C0194,P055,2,918.47,1836.94
INV0001492,6/26/2024,C1564,P021,1,371.86,371.86
INV0001493,3/19/2025,C1228,P007,1,1171.1,1171.1
INV0001494,3/1/2025,C1170,P016,4,1146.85,4587.4
INV0001495,11/2/2024,C0992,P038,5,2331.73,11658.65
INV0001496,6/30/2025,C1355,P049,1,1790.33,1790.33
INV0001497,6/30/2024,C1823,P044,3,29.11,87.33
INV0001498,7/6/2025,C0985,P038,4,2331.73,9326.92
INV0001499,5/28/2024,C0601,P001,3,766.52,2299.56
INV0001500,1/3/2024,C1242,P042,1,25.06,25.06
INV0001501,4/18/2024,C1292,P071,1,38.6,38.6
INV0001502,7/24/2025,C1581,P014,5,388.53,1942.65
INV0001503,5/23/2025,C0713,P003,5,64.03,320.15
INV0001504,3/5/2025,C0820,P002,4,2202.24,8808.96
INV0001505,4/5/2025,C0178,P027,5,1457.71,7288.55
INV0001506,11/5/2023,C1040,P067,4,1157.93,4631.72
INV0001507,12/2/2023,C0088,P077,1,825.61,825.61
INV0001508,1/25/2024,,,2,1146.85,2293.7
INV0001509,11/1/2023,C1536,P062,2,24.32,48.64
INV0001510,4/24/2025,C1217,P003,1,64.03,64.03
INV0001511,2/18/2025,C0577,P029,3,905.27,2715.81
INV0001512,6/8/2025,C0608,P046,4,255.6,1022.4
INV0001513,7/23/2024,C0689,P073,4,42.69,170.76
INV0001514,12/22/2023,C0142,P070,4,45.31,181.24
INV0001515,11/7/2024,C0103,P037,4,1471.13,5884.52
INV0001516,3/8/2024,C0459,P022,1,838.55,838.55
INV0001517,7/23/2024,C0555,P005,2,9.36,18.72
INV0001518,8/5/2025,C0297,P034,1,383.59,383.59
INV0001519,12/3/2023,C0655,P023,3,671.66,2014.98
INV0001520,10/22/2024,C0431,P045,3,727.33,2181.99
INV0001521,5/13/2025,C1321,P074,5,1335.23,6676.15
INV0001522,5/29/2025,C1008,P015,2,79.62,159.24
INV0001523,12/16/2023,C1559,P051,5,45.11,225.55
INV0001524,8/19/2023,C0755,P007,5,1171.1,5855.5
INV0001525,4/7/2024,C1718,P005,5,9.36,46.8
INV0001526,2/23/2025,C0063,P063,5,1819.9,9099.5
INV0001527,6/28/2025,C1749,P030,2,8.15,16.3
INV0001528,7/11/2025,C0844,P069,4,466.09,1864.36
INV0001529,6/15/2024,C1483,P048,5,1036.36,5181.8
INV0001530,11/14/2023,C0304,P071,3,38.6,115.8
INV0001531,5/27/2024,C1607,P008,4,403.58,1614.32
INV0001532,8/1/2025,C1271,P023,4,671.66,2686.64
INV0001533,4/22/2025,C1815,P052,1,54.83,54.83
INV0001534,1/2/2024,C0278,P032,5,2107.87,10539.35
INV0001535,4/12/2024,C0171,P005,2,9.36,18.72
INV0001536,3/25/2025,C0678,P066,4,18.45,73.8
INV0001537,2/15/2024,,,1,1819.9,1819.9
INV0001538,2/9/2024,C1567,P035,4,159.09,636.36
INV0001539,2/6/2024,C0322,P035,2,159.09,318.18
INV0001540,8/26/2024,C1955,P021,4,371.86,1487.44
INV0001541,2/4/2024,C0281,P045,5,727.33,3636.65
INV0001542,1/17/2024,C1616,P003,4,64.03,256.12
INV0001543,12/29/2024,C0027,P066,2,18.45,36.9
INV0001544,10/31/2023,C0098,P018,2,301.85,603.7
INV0001545,2/21/2025,C0153,P048,3,1036.36,3109.08
INV0001546,8/19/2023,C0801,P024,5,37.59,187.95
INV0001547,4/13/2024,C0990,P054,3,187.68,563.04
INV0001548,3/17/2024,C0958,P034,3,383.59,1150.77
INV0001549,5/9/2025,C0688,P008,4,403.58,1614.32
INV0001550,2/15/2024,C1035,P021,3,371.86,1115.58
INV0001551,10/6/2023,C0526,P018,1,301.85,301.85
INV0001552,2/9/2024,C1957,P031,5,956.84,4784.2
INV0001553,3/6/2025,C1098,P007,3,1171.1,3513.3
INV0001554,10/16/2023,C0603,P020,4,746.91,2987.64
INV0001555,5/14/2025,C1508,P048,2,1036.36,2072.72
INV0001556,2/22/2025,C1476,P047,1,1479.53,1479.53
INV0001557,1/12/2024,C1732,P068,5,1594.04,7970.2
INV0001558,8/12/2025,C1271,P012,1,81.26,81.26
INV0001559,5/12/2024,C1733,P031,4,956.84,3827.36
INV0001560,5/10/2024,C0254,P041,1,428.55,428.55
INV0001561,8/5/2025,C1145,P033,1,15.22,15.22
INV0001562,5/15/2025,C0425,P042,4,25.06,100.24
INV0001563,5/29/2025,C1653,P048,1,1036.36,1036.36
